"time","n_risk","n_event","n_censor","survival","lower_CI","upper_CI","strata"
43.6268068331143,29335,1,45,0.981350674825976,0.980046302781588,0.982656782896943,"Overweight"
43.7253613666229,29282,1,54,0.981317161040209,0.980011183973156,0.982624878471176,"Overweight"
43.9224704336399,29187,1,97,0.981283539319544,0.979975948836192,0.98259287453232,"Overweight"
43.988173455979,29161,1,7,0.981249888774662,0.979940684178803,0.982560842472993,"Overweight"
44,29157,1,2,0.981216234767433,0.979905417826746,0.982528805184548,"Overweight"
44.0867279894875,29127,1,41,0.981182547252935,0.979870116813576,0.982496735551451,"Overweight"
44.1852825229961,29073,1,58,0.98114879832619,0.979834750526711,0.982464608383661,"Overweight"
44.3166885676741,29017,1,47,0.981114985430359,0.979799316164947,0.982432421369403,"Overweight"
44.3823915900131,28992,2,29,0.981047303657082,0.979728392362741,0.982367990471063,"Overweight"
44.4809461235217,28938,1,49,0.981013401960224,0.979692866914538,0.982335716964576,"Overweight"
44.5137976346912,28922,1,8,0.980979482680715,0.979657324290566,0.982303425473191,"Overweight"
44.7109067017083,28834,1,94,0.980945461057539,0.979621671501371,0.982271039486737,"Overweight"
45.0065703022339,28715,1,107,0.980911299627587,0.979585867434923,0.982238525201062,"Overweight"
45.3022339027595,28582,1,149,0.980876980430203,0.979549892362862,0.982205866428157,"Overweight"
45.5650459921156,28453,1,127,0.980842506842869,0.979513749973992,0.982173066233472,"Overweight"
45.6636005256242,28392,1,55,0.98080796040349,0.979477529803994,0.982140198135387,"Overweight"
45.6789750328515,28378,1,0,0.980773398138341,0.9794412944828,0.982107313541211,"Overweight"
45.9592641261498,28241,1,139,0.980738669431916,0.979404878595293,0.98207427667566,"Overweight"
46.2220762155059,28155,2,95,0.980669002327002,0.979331823267781,0.982008007169674,"Overweight"
46.2877792378449,28123,2,34,0.980599260905224,0.97925869538676,0.981941661603623,"Overweight"
46.3206307490145,28102,1,14,0.980564366617953,0.979222108946951,0.98190846417353,"Overweight"
46.353482260184,28088,1,17,0.98052945618052,0.97918550702837,0.981875249926274,"Overweight"
46.3863337713535,28071,1,8,0.980494525844722,0.97914888551195,0.981842015485533,"Overweight"
46.419185282523,28059,1,18,0.980459581815147,0.979112251208722,0.981808766447767,"Overweight"
46.550591327201,27997,1,56,0.98042456164935,0.979075535549971,0.981775446513809,"Overweight"
46.8,27869,1,119,0.980389381895442,0.979038646880971,0.981741980457472,"Overweight"
46.8134034165572,27866,1,12,0.980354199616612,0.979001757726955,0.981708509836995,"Overweight"
46.8462549277267,27852,1,16,0.980319000916352,0.978964852818492,0.981675022132605,"Overweight"
46.9776609724047,27825,1,24,0.980283769326023,0.978927914066607,0.981641502500511,"Overweight"
47.0762155059133,27782,1,48,0.980248484473625,0.97889091909936,0.981607932574259,"Overweight"
47.1747700394218,27734,1,37,0.980213139825018,0.978853860744357,0.981574306459779,"Overweight"
47.2076215505913,27722,2,17,0.980142422478518,0.978779720089152,0.981507022085168,"Overweight"
47.4375821287779,27610,1,111,0.980106922934061,0.978742498479683,0.981473249476163,"Overweight"
47.4704336399474,27591,2,16,0.980035877526288,0.978668011293795,0.98140565560019,"Overweight"
47.5032851511169,27573,1,9,0.980000334209364,0.978630748506553,0.981371836636129,"Overweight"
47.6018396846255,27538,2,44,0.979929159807867,0.978556133425472,0.981304112703605,"Overweight"
47.634691195795,27519,1,25,0.979893550622948,0.978518805175483,0.98127022748454,"Overweight"
48.1603153745072,27310,1,197,0.979857670229296,0.978481181378684,0.981236095470298,"Overweight"
48.4559789750328,27166,2,144,0.979785531698027,0.978405525835795,0.981167484008975,"Overweight"
48.4888304862024,27148,1,14,0.979749441174537,0.978367678269687,0.98113315556324,"Overweight"
48.4928131416838,27134,1,0,0.979713333359944,0.97832981407494,0.981098809168796,"Overweight"
48.5873850197109,27093,1,53,0.979677172235914,0.978291893678772,0.981064412371898,"Overweight"
48.6570841889117,27048,1,32,0.979640952287221,0.978253911025715,0.981029960199143,"Overweight"
48.6859395532194,27045,2,24,0.979568507032846,0.978177946949178,0.980961043911587,"Overweight"
48.9487516425756,26916,2,106,0.979495719954006,0.978101616837988,0.980891810106405,"Overweight"
49.0801576872536,26875,1,53,0.979459273601635,0.978063397342603,0.980857142032684,"Overweight"
49.1458607095926,26843,1,32,0.979422785158704,0.978025133995288,0.980822433641725,"Overweight"
49.2115637319317,26810,1,42,0.979386253163734,0.977986825192911,0.980787683614134,"Overweight"
49.2772667542707,26759,1,37,0.979349652907627,0.97794844379132,0.980752869682926,"Overweight"
49.4086727989487,26699,1,61,0.97931297177152,0.977909975930175,0.980717980474355,"Overweight"
49.6057818659658,26595,1,97,0.979276148572732,0.977871354376976,0.980682960873143,"Overweight"
50.0328515111695,26442,1,155,0.979239113698344,0.977832502591709,0.980647748213691,"Overweight"
50.065703022339,26428,1,14,0.979202060606407,0.977793633266845,0.980612516663997,"Overweight"
50.5913272010512,26161,1,270,0.979164630765782,0.977754352084149,0.980576943584062,"Overweight"
50.694045174538,26089,1,53,0.979127099061586,0.977714961397487,0.980541276310697,"Overweight"
50.7227332457293,26088,1,9,0.97908956735739,0.977675573304735,0.980505606443424,"Overweight"
50.9526938239159,26011,1,73,0.979051925991531,0.977636067133896,0.980469835363025,"Overweight"
51,26002,1,4,0.979014273044604,0.977596550823682,0.980434051263262,"Overweight"
51.0183968462549,25999,1,12,0.978976617201185,0.977557033923325,0.980398261961509,"Overweight"
51.1211498973306,25938,1,48,0.978938874251952,0.977517423775783,0.9803623917209,"Overweight"
51.15612,25926,1,11,0.978901115288971,0.977477798610722,0.980326504475025,"Overweight"
51.281208935611,25895,1,46,0.978863312581294,0.977438127914863,0.980290575283435,"Overweight"
51.5440210249671,25802,1,91,0.978825375083714,0.97739831151216,0.980254522258659,"Overweight"
51.6097240473062,25775,1,24,0.978787399317464,0.977358455624135,0.980218432193188,"Overweight"
51.7411300919842,25713,1,61,0.978749333459753,0.977318503224349,0.980182258483249,"Overweight"
51.8110882956878,25680,1,20,0.978711220167952,0.977278501264827,0.980146039478947,"Overweight"
51.8396846254928,25678,1,14,0.978673105391872,0.977238500313256,0.980109816498578,"Overweight"
51.8725361366623,25662,1,10,0.978634968336873,0.977198477480234,0.98007357084844,"Overweight"
51.9053876478318,25651,1,5,0.978596816414206,0.977158440917138,0.980037309197462,"Overweight"
52.3367556468173,25493,1,153,0.978558429530888,0.977118148430578,0.980000833618732,"Overweight"
52.4024640657084,25461,1,31,0.978519995909682,0.97707780717912,0.979964313343117,"Overweight"
